Any,Trimestre,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Precio_m2,Nombre,Valor_compra_venta,Numero_de_contratos
2020,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,20.9,79.2,596.9,0.0
2020,2,10,Sant Martí,68,el Poblenou,14.7,68.4,290.7,61.0
2020,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,17.0,79.1,389.7,79.0
2020,2,10,Sant Martí,70,el Besòs i el Maresme,11.0,64.9,144.9,58.0
2020,2,10,Sant Martí,71,Provençals del Poblenou,15.6,70.5,205.0,34.0
2020,2,10,Sant Martí,72,Sant Martí de Provençals,11.8,75.4,156.9,1.0
2020,2,10,Sant Martí,73,la Verneda i la Pau,11.3,69.5,173.3,50.0
2020,3,1,Ciutat Vella,1,el Raval,14.0,63.4,192.4,4.0
2020,3,1,Ciutat Vella,2,el Barri Gòtic,13.6,77.8,198.3,34.0
2020,3,1,Ciutat Vella,3,la Barceloneta,18.2,48.0,166.5,33.0
2020,3,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",14.6,72.3,313.3,72.0
2020,3,2,Eixample,5,el Fort Pienc,13.9,75.2,281.7,12.0
2020,3,2,Eixample,6,la Sagrada Família,14.7,68.7,315.1,2.0
2020,3,2,Eixample,7,la Dreta de l'Eixample,14.4,96.4,572.0,8.0
2020,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,14.8,85.9,506.2,1.0
2020,3,2,Eixample,9,la Nova Esquerra de l'Eixample,15.0,74.1,322.6,24.0
2020,3,2,Eixample,10,Sant Antoni,14.0,72.8,200.0,1.0
2020,3,3,Sants-Montjuïc,11,el Poble Sec,14.1,60.4,190.0,36.0
2020,3,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,164.3,135.0
2020,3,3,Sants-Montjuïc,13,la Marina de Port,11.7,73.2,120.0,78.0
2020,3,3,Sants-Montjuïc,14,la Font de la Guatlla,13.8,66.3,244.7,37.0
2020,3,3,Sants-Montjuïc,15,Hostafrancs,14.6,61.1,218.6,66.0
2020,3,3,Sants-Montjuïc,16,la Bordeta,13.3,69.3,335.4,172.0
2020,3,3,Sants-Montjuïc,17,Sants - Badal,14.1,62.3,238.7,88.0
2020,3,3,Sants-Montjuïc,18,Sants,14.2,65.7,230.0,42.0
2020,3,4,Les Corts,19,les Corts,14.9,74.0,477.5,27.0
2020,3,4,Les Corts,20,la Maternitat i Sant Ramon,14.1,74.3,343.8,115.0
2020,3,4,Les Corts,21,Pedralbes,15.4,129.1,691.1,50.0
2020,3,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",13.2,92.8,468.4,34.0
2020,3,5,Sarrià-Sant Gervasi,23,Sarrià,17.4,80.2,797.7,56.0
2020,3,5,Sarrià-Sant Gervasi,24,les Tres Torres,15.9,112.5,433.3,47.0
2020,3,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,15.5,91.3,663.3,50.0
2020,3,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,15.6,100.0,670.3,227.0
2020,3,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,15.4,76.1,422.3,367.0
2020,3,6,Gràcia,28,Vallcarca i els Penitents,13.9,71.5,310.9,203.0
2020,3,6,Gràcia,29,el Coll,11.2,70.3,201.7,61.0
2020,3,6,Gràcia,30,la Salut,13.4,78.1,385.8,271.0
2020,3,6,Gràcia,31,la Vila de Gràcia,15.1,66.5,358.8,258.0
2020,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,14.7,68.9,366.9,413.0
2020,3,7,Horta-Guinardó,33,el Baix Guinardó,14.3,67.5,298.0,451.0
2020,3,7,Horta-Guinardó,34,Can Baró,13.2,65.1,204.3,433.0
2020,3,7,Horta-Guinardó,35,el Guinardó,13.2,64.1,266.5,457.0
2020,3,7,Horta-Guinardó,36,la Font d'en Fargues,14.5,65.7,271.1,283.0
2020,3,7,Horta-Guinardó,37,el Carmel,12.3,60.0,162.1,283.0
2020,3,7,Horta-Guinardó,38,la Teixonera,11.9,62.9,120.0,0.0
2020,3,7,Horta-Guinardó,39,Sant Genís dels Agudells,10.9,72.4,103.0,90.0
2020,3,7,Horta-Guinardó,40,Montbau,12.1,65.7,105.0,82.0
2020,3,7,Horta-Guinardó,41,la Vall d'Hebron,12.4,69.6,198.3,126.0
2020,3,7,Horta-Guinardó,42,la Clota,,56.0,,90.0
2020,3,7,Horta-Guinardó,43,Horta,12.7,63.3,250.3,184.0
2020,3,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13.1,67.4,171.4,334.0
2020,3,8,Nou Barris,45,Porta,12.8,60.9,156.5,330.0
2020,3,8,Nou Barris,46,el Turó de la Peira,11.7,61.7,173.0,147.0
2020,3,8,Nou Barris,47,Can Peguera,,,,60.0
2020,3,8,Nou Barris,48,la Guineueta,11.3,69.9,144.7,29.0
2020,3,8,Nou Barris,49,Canyelles,10.2,81.9,200.0,190.0
2020,3,8,Nou Barris,50,les Roquetes,11.8,56.3,105.5,105.0
2020,3,8,Nou Barris,51,Verdun,12.4,56.8,132.7,197.0
2020,3,8,Nou Barris,52,la Prosperitat,12.5,59.1,146.4,360.0
2020,3,8,Nou Barris,53,la Trinitat Nova,11.0,54.6,103.0,290.0
2020,3,8,Nou Barris,54,Torre Baró,,73.5,,117.0
2020,3,8,Nou Barris,55,Ciutat Meridiana,9.9,58.1,40.0,42.0
2020,3,8,Nou Barris,56,Vallbona,,75.5,145.0,84.0
2020,3,9,Sant Andreu,57,la Trinitat Vella,11.1,63.8,,594.0
2020,3,9,Sant Andreu,58,Baró de Viver,,81.3,,245.0
2020,3,9,Sant Andreu,59,el Bon Pastor,12.6,61.9,164.7,180.0
2020,3,9,Sant Andreu,60,Sant Andreu,12.7,67.8,237.0,63.0
2020,3,9,Sant Andreu,61,la Sagrera,12.4,66.3,372.1,218.0
2020,3,9,Sant Andreu,62,el Congrés i els Indians,12.7,69.4,440.1,26.0
2020,3,9,Sant Andreu,63,Navas,12.6,70.5,275.4,146.0
2020,3,10,Sant Martí,64,el Camp de l'Arpa del Clot,13.7,68.6,241.8,69.0
2020,3,10,Sant Martí,65,el Clot,13.4,68.3,250.0,25.0
2020,3,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,14.7,70.4,302.0,18.0
2020,3,10,Sant Martí,67,la Vila Olímpica del Poblenou,17.3,89.4,627.9,9.0
2020,3,10,Sant Martí,68,el Poblenou,15.2,68.0,298.6,3.0
2020,3,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,16.5,83.6,240.0,123.0
2020,3,10,Sant Martí,70,el Besòs i el Maresme,12.3,66.2,145.8,134.0
2020,3,10,Sant Martí,71,Provençals del Poblenou,14.2,69.8,178.7,116.0
2020,3,10,Sant Martí,72,Sant Martí de Provençals,11.7,72.2,189.6,81.0
2020,3,10,Sant Martí,73,la Verneda i la Pau,11.8,68.6,181.5,0.0
2020,4,1,Ciutat Vella,1,el Raval,13.1,64.8,207.0,58.0
2020,4,1,Ciutat Vella,2,el Barri Gòtic,13.1,81.8,346.2,12.0
2020,4,1,Ciutat Vella,3,la Barceloneta,16.5,55.2,147.5,52.0
2020,4,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",14.2,67.9,247.6,58.0
2020,4,2,Eixample,5,el Fort Pienc,13.5,74.3,313.1,124.0
2020,4,2,Eixample,6,la Sagrada Família,13.7,69.5,270.8,14.0
2020,4,2,Eixample,7,la Dreta de l'Eixample,13.6,98.5,722.1,4.0
2020,4,2,Eixample,8,l'Antiga Esquerra de l'Eixample,13.9,86.1,422.2,27.0
2020,4,2,Eixample,9,la Nova Esquerra de l'Eixample,14.0,75.1,292.1,3.0
2020,4,2,Eixample,10,Sant Antoni,13.6,73.0,364.6,34.0
2020,4,3,Sants-Montjuïc,11,el Poble Sec,14.0,59.8,252.1,4.0
2020,4,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,169.1,42.0
2020,4,3,Sants-Montjuïc,13,la Marina de Port,10.8,71.7,192.9,246.0
2020,4,3,Sants-Montjuïc,14,la Font de la Guatlla,13.6,64.4,211.4,131.0
2020,4,3,Sants-Montjuïc,15,Hostafrancs,14.0,63.6,228.8,73.0
2020,4,3,Sants-Montjuïc,16,la Bordeta,12.5,67.1,359.1,122.0
2020,4,3,Sants-Montjuïc,17,Sants - Badal,13.5,63.3,267.1,290.0
2020,4,3,Sants-Montjuïc,18,Sants,13.5,66.2,295.7,149.0
2020,4,4,Les Corts,19,les Corts,14.4,75.6,413.8,80.0
2020,4,4,Les Corts,20,la Maternitat i Sant Ramon,13.7,75.1,366.9,63.0
2020,4,4,Les Corts,21,Pedralbes,15.1,112.4,1044.3,235.0
2020,4,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",11.6,106.3,544.5,91.0
2020,4,5,Sarrià-Sant Gervasi,23,Sarrià,16.2,86.9,703.4,89.0
2020,4,5,Sarrià-Sant Gervasi,24,les Tres Torres,16.8,111.0,776.0,107.0
2020,4,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,14.9,95.5,586.7,128.0
2020,4,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,14.7,98.4,822.1,103.0
2020,4,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,14.5,77.2,431.4,329.0
2020,4,6,Gràcia,28,Vallcarca i els Penitents,14.5,74.0,309.6,405.0
2020,4,6,Gràcia,29,el Coll,12.0,67.1,199.1,210.0
2020,4,6,Gràcia,30,la Salut,12.8,75.8,357.8,87.0
2020,4,6,Gràcia,31,la Vila de Gràcia,14.8,68.3,326.6,321.0
2020,4,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,13.6,70.2,306.2,275.0
2020,4,7,Horta-Guinardó,33,el Baix Guinardó,13.2,66.9,258.1,440.0
2020,4,7,Horta-Guinardó,34,Can Baró,12.6,59.0,273.9,483.0
2020,4,7,Horta-Guinardó,35,el Guinardó,12.7,65.2,207.5,480.0
2020,4,7,Horta-Guinardó,36,la Font d'en Fargues,12.5,69.9,345.6,572.0
2020,4,7,Horta-Guinardó,37,el Carmel,11.4,58.9,159.0,330.0
2020,4,7,Horta-Guinardó,38,la Teixonera,12.0,59.4,219.1,312.0
2020,4,7,Horta-Guinardó,39,Sant Genís dels Agudells,9.7,70.9,294.0,1.0
2020,4,7,Horta-Guinardó,40,Montbau,12.6,65.5,174.9,93.0
2020,4,7,Horta-Guinardó,41,la Vall d'Hebron,11.4,78.7,208.3,65.0
2020,4,7,Horta-Guinardó,42,la Clota,,52.0,,133.0
2020,4,7,Horta-Guinardó,43,Horta,12.1,64.5,207.3,103.0
2020,4,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11.7,66.9,218.3,210.0
2020,4,8,Nou Barris,45,Porta,12.0,61.7,216.3,358.0
2020,4,8,Nou Barris,46,el Turó de la Peira,11.4,61.1,128.0,321.0
2020,4,8,Nou Barris,47,Can Peguera,,,,197.0
2020,4,8,Nou Barris,48,la Guineueta,10.7,71.8,223.1,72.0
2020,4,8,Nou Barris,49,Canyelles,9.5,80.9,211.0,19.0
2020,4,8,Nou Barris,50,les Roquetes,11.6,59.4,152.7,188.0
2020,4,8,Nou Barris,51,Verdun,12.2,53.8,96.5,111.0
2020,4,8,Nou Barris,52,la Prosperitat,12.1,57.6,133.8,230.0
2020,4,8,Nou Barris,53,la Trinitat Nova,11.9,51.3,69.0,403.0
2020,4,8,Nou Barris,54,Torre Baró,,53.0,,299.0
2020,4,8,Nou Barris,55,Ciutat Meridiana,8.8,58.8,102.8,142.0
2020,4,8,Nou Barris,56,Vallbona,,69.0,,47.0
2020,4,9,Sant Andreu,57,la Trinitat Vella,10.9,57.3,130.0,70.0
2020,4,9,Sant Andreu,58,Baró de Viver,,79.0,,641.0
2020,4,9,Sant Andreu,59,el Bon Pastor,10.7,67.3,163.5,300.0
2020,4,9,Sant Andreu,60,Sant Andreu,12.3,67.5,220.9,197.0
2020,4,9,Sant Andreu,61,la Sagrera,12.3,63.8,298.5,56.0
2020,4,9,Sant Andreu,62,el Congrés i els Indians,12.6,64.9,329.3,279.0
2020,4,9,Sant Andreu,63,Navas,12.5,69.9,374.8,29.0
2020,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,12.9,66.1,248.4,175.0
2020,4,10,Sant Martí,65,el Clot,13.1,69.6,288.4,65.0
2020,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,13.8,71.1,288.7,29.0
2020,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,16.8,87.7,514.3,28.0
2020,4,10,Sant Martí,68,el Poblenou,14.5,69.9,352.2,23.0
2020,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,17.5,82.0,613.4,4.0
2020,4,10,Sant Martí,70,el Besòs i el Maresme,11.7,62.7,148.7,100.0
2020,4,10,Sant Martí,71,Provençals del Poblenou,12.6,69.9,216.0,122.0
2020,4,10,Sant Martí,72,Sant Martí de Provençals,11.8,70.5,188.5,111.0
2020,4,10,Sant Martí,73,la Verneda i la Pau,11.6,67.4,175.6,104.0
2021,1,1,Ciutat Vella,1,el Raval,12.8,63.5,161.4,2.0
2021,1,1,Ciutat Vella,2,el Barri Gòtic,12.3,84.3,298.7,67.0
2021,1,1,Ciutat Vella,3,la Barceloneta,15.5,57.3,184.7,23.0
2021,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",13.3,73.8,225.4,73.0
2021,1,2,Eixample,5,el Fort Pienc,12.9,74.7,300.5,60.0
2021,1,2,Eixample,6,la Sagrada Família,13.5,69.1,139.1,129.0
2021,1,2,Eixample,7,la Dreta de l'Eixample,13.0,98.1,627.3,22.0
2021,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,13.7,82.4,420.0,3.0
2021,1,2,Eixample,9,la Nova Esquerra de l'Eixample,13.6,73.8,254.5,32.0
2021,1,2,Eixample,10,Sant Antoni,12.5,77.0,337.9,4.0
2021,1,3,Sants-Montjuïc,11,el Poble Sec,13.5,60.4,228.0,37.0
2021,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,90.0,274.9,2.0
2021,1,3,Sants-Montjuïc,13,la Marina de Port,11.6,71.1,213.9,43.0
2021,1,3,Sants-Montjuïc,14,la Font de la Guatlla,12.7,66.5,250.5,263.0
2021,1,3,Sants-Montjuïc,15,Hostafrancs,12.9,63.5,258.4,148.0
2021,1,3,Sants-Montjuïc,16,la Bordeta,12.2,68.6,188.5,87.0
2021,1,3,Sants-Montjuïc,17,Sants - Badal,13.0,62.8,205.3,148.0
2021,1,3,Sants-Montjuïc,18,Sants,13.2,67.1,265.1,321.0
2021,1,4,Les Corts,19,les Corts,13.8,75.4,411.3,166.0
2021,1,4,Les Corts,20,la Maternitat i Sant Ramon,12.5,75.5,343.2,98.0
2021,1,4,Les Corts,21,Pedralbes,14.0,119.9,984.0,61.0
2021,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",15.7,92.5,393.9,260.0
2021,1,5,Sarrià-Sant Gervasi,23,Sarrià,15.6,87.0,486.0,90.0
2021,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,16.0,105.2,1005.4,109.0
2021,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,15.2,89.2,795.0,105.0
2021,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,14.3,100.3,652.2,135.0
2021,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,14.1,75.7,427.6,98.0
2021,1,6,Gràcia,28,Vallcarca i els Penitents,13.6,73.1,345.6,373.0
2021,1,6,Gràcia,29,el Coll,12.5,63.2,197.8,563.0
2021,1,6,Gràcia,30,la Salut,12.8,70.5,289.6,228.0
2021,1,6,Gràcia,31,la Vila de Gràcia,14.2,66.8,275.0,98.0
2021,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,13.6,67.3,364.8,338.0
2021,1,7,Horta-Guinardó,33,el Baix Guinardó,12.3,69.0,217.9,351.0
2021,1,7,Horta-Guinardó,34,Can Baró,12.7,60.6,224.7,547.0
2021,1,7,Horta-Guinardó,35,el Guinardó,12.3,66.4,133.2,613.0
2021,1,7,Horta-Guinardó,36,la Font d'en Fargues,12.3,68.9,358.3,609.0
2021,1,7,Horta-Guinardó,37,el Carmel,11.4,60.4,126.5,648.0
2021,1,7,Horta-Guinardó,38,la Teixonera,11.8,62.8,127.1,442.0
2021,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,10.4,70.2,156.5,407.0
2021,1,7,Horta-Guinardó,40,Montbau,11.2,68.4,170.7,1.0
2021,1,7,Horta-Guinardó,41,la Vall d'Hebron,11.9,74.1,236.7,125.0
2021,1,7,Horta-Guinardó,42,la Clota,,,,66.0
2021,1,7,Horta-Guinardó,43,Horta,11.8,64.7,228.9,159.0
2021,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11.3,67.0,214.6,120.0
2021,1,8,Nou Barris,45,Porta,11.5,63.4,142.9,241.0
2021,1,8,Nou Barris,46,el Turó de la Peira,11.0,63.3,141.6,396.0
2021,1,8,Nou Barris,47,Can Peguera,,48.5,215.0,384.0
2021,1,8,Nou Barris,48,la Guineueta,9.9,69.8,195.5,177.0
2021,1,8,Nou Barris,49,Canyelles,9.3,84.1,209.5,56.0
2021,1,8,Nou Barris,50,les Roquetes,11.6,58.1,123.8,20.0
2021,1,8,Nou Barris,51,Verdun,12.5,52.7,121.7,206.0
2021,1,8,Nou Barris,52,la Prosperitat,11.8,58.6,145.1,107.0
2021,1,8,Nou Barris,53,la Trinitat Nova,11.5,54.1,105.1,237.0
2021,1,8,Nou Barris,54,Torre Baró,,63.5,288.5,475.0
2021,1,8,Nou Barris,55,Ciutat Meridiana,9.0,58.4,50.2,378.0
2021,1,8,Nou Barris,56,Vallbona,,90.0,,155.0
2021,1,9,Sant Andreu,57,la Trinitat Vella,10.7,60.1,,52.0
2021,1,9,Sant Andreu,58,Baró de Viver,,75.0,,101.0
2021,1,9,Sant Andreu,59,el Bon Pastor,10.9,63.6,144.1,775.0
2021,1,9,Sant Andreu,60,Sant Andreu,11.7,68.3,327.4,390.0
2021,1,9,Sant Andreu,61,la Sagrera,12.1,65.2,242.4,237.0
2021,1,9,Sant Andreu,62,el Congrés i els Indians,11.7,66.3,336.0,66.0
2021,1,9,Sant Andreu,63,Navas,12.2,69.6,271.2,317.0
2021,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,12.9,65.7,217.3,44.0
2021,1,10,Sant Martí,65,el Clot,13.0,72.3,222.2,172.0
2021,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,13.5,71.0,160.0,77.0
2021,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,17.3,82.9,471.9,44.0
2021,1,10,Sant Martí,68,el Poblenou,14.3,66.7,321.5,38.0
2021,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,15.1,84.8,402.5,28.0
2021,1,10,Sant Martí,70,el Besòs i el Maresme,11.4,63.3,134.6,1.0
2021,1,10,Sant Martí,71,Provençals del Poblenou,13.5,74.2,243.1,165.0
2021,1,10,Sant Martí,72,Sant Martí de Provençals,11.3,72.1,221.2,145.0
2021,1,10,Sant Martí,73,la Verneda i la Pau,11.1,68.0,164.3,135.0
2021,2,1,Ciutat Vella,1,el Raval,12.9,63.4,250.3,112.0
2021,2,1,Ciutat Vella,2,el Barri Gòtic,12.7,81.6,384.4,3.0
2021,2,1,Ciutat Vella,3,la Barceloneta,15.9,54.1,174.7,70.0
2021,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",13.6,69.5,246.1,9.0
2021,2,2,Eixample,5,el Fort Pienc,12.7,75.2,356.5,62.0
2021,2,2,Eixample,6,la Sagrada Família,13.5,68.3,190.9,62.0
2021,2,2,Eixample,7,la Dreta de l'Eixample,13.1,99.4,534.9,142.0
2021,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,13.3,86.5,471.6,42.0
2021,2,2,Eixample,9,la Nova Esquerra de l'Eixample,13.2,75.4,364.9,4.0
2021,2,2,Eixample,10,Sant Antoni,13.0,76.6,342.7,25.0
2021,2,3,Sants-Montjuïc,11,el Poble Sec,13.5,59.5,358.3,1.0
2021,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,79.8,145.4,45.0
2021,2,3,Sants-Montjuïc,13,la Marina de Port,10.8,72.5,271.7,4.0
2021,2,3,Sants-Montjuïc,14,la Font de la Guatlla,12.5,67.7,269.6,47.0
2021,2,3,Sants-Montjuïc,15,Hostafrancs,13.1,62.1,276.3,300.0
2021,2,3,Sants-Montjuïc,16,la Bordeta,12.0,71.2,204.1,217.0
2021,2,3,Sants-Montjuïc,17,Sants - Badal,13.1,61.6,205.4,102.0
2021,2,3,Sants-Montjuïc,18,Sants,13.2,64.8,268.7,146.0
2021,2,4,Les Corts,19,les Corts,13.8,77.1,357.2,396.0
2021,2,4,Les Corts,20,la Maternitat i Sant Ramon,13.3,71.2,375.0,228.0
2021,2,4,Les Corts,21,Pedralbes,15.5,114.8,345.0,122.0
2021,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",13.0,75.8,190.0,69.0
2021,2,5,Sarrià-Sant Gervasi,23,Sarrià,15.9,84.9,638.6,297.0
2021,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,15.0,101.3,934.2,142.0
2021,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,14.7,89.1,765.5,94.0
2021,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,14.5,100.7,951.4,114.0
2021,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,14.2,76.8,427.3,127.0
2021,2,6,Gràcia,28,Vallcarca i els Penitents,13.6,70.0,321.7,101.0
2021,2,6,Gràcia,29,el Coll,12.8,66.0,234.0,382.0
2021,2,6,Gràcia,30,la Salut,12.1,75.7,374.2,499.0
2021,2,6,Gràcia,31,la Vila de Gràcia,13.9,67.8,341.6,287.0
2021,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,13.6,66.8,300.1,107.0
2021,2,7,Horta-Guinardó,33,el Baix Guinardó,12.8,66.6,233.8,345.0
2021,2,7,Horta-Guinardó,34,Can Baró,12.4,63.8,263.3,370.0
2021,2,7,Horta-Guinardó,35,el Guinardó,12.8,66.4,219.7,609.0
2021,2,7,Horta-Guinardó,36,la Font d'en Fargues,11.8,71.4,305.4,610.0
2021,2,7,Horta-Guinardó,37,el Carmel,11.6,58.6,134.4,592.0
2021,2,7,Horta-Guinardó,38,la Teixonera,12.0,62.8,155.6,638.0
2021,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,10.2,65.9,204.8,416.0
2021,2,7,Horta-Guinardó,40,Montbau,10.9,69.6,193.8,387.0
2021,2,7,Horta-Guinardó,41,la Vall d'Hebron,13.4,70.3,306.7,4.0
2021,2,7,Horta-Guinardó,42,la Clota,,87.0,,107.0
2021,2,7,Horta-Guinardó,43,Horta,11.8,64.3,189.9,73.0
2021,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11.8,66.0,209.8,187.0
2021,2,8,Nou Barris,45,Porta,11.1,65.3,175.1,119.0
2021,2,8,Nou Barris,46,el Turó de la Peira,11.4,61.0,144.9,201.0
2021,2,8,Nou Barris,47,Can Peguera,,,,379.0
2021,2,8,Nou Barris,48,la Guineueta,10.1,69.1,176.6,381.0
2021,2,8,Nou Barris,49,Canyelles,8.7,77.8,183.3,169.0
2021,2,8,Nou Barris,50,les Roquetes,11.2,55.9,97.6,53.0
2021,2,8,Nou Barris,51,Verdun,12.7,54.0,151.5,18.0
2021,2,8,Nou Barris,52,la Prosperitat,12.1,58.2,138.3,216.0
2021,2,8,Nou Barris,53,la Trinitat Nova,11.9,52.2,110.8,94.0
2021,2,8,Nou Barris,54,Torre Baró,,53.8,,293.0
2021,2,8,Nou Barris,55,Ciutat Meridiana,8.1,60.6,65.9,457.0
2021,2,8,Nou Barris,56,Vallbona,,90.0,,329.0
2021,2,9,Sant Andreu,57,la Trinitat Vella,10.1,60.8,108.3,146.0
2021,2,9,Sant Andreu,58,Baró de Viver,6.7,65.2,,54.0
2021,2,9,Sant Andreu,59,el Bon Pastor,11.3,65.9,162.3,106.0
2021,2,9,Sant Andreu,60,Sant Andreu,11.9,65.9,333.8,757.0
2021,2,9,Sant Andreu,61,la Sagrera,11.4,66.0,248.9,357.0
2021,2,9,Sant Andreu,62,el Congrés i els Indians,11.3,71.6,324.3,213.0
2021,2,9,Sant Andreu,63,Navas,11.7,72.7,266.2,65.0
2021,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,12.9,64.8,226.3,298.0
2021,2,10,Sant Martí,65,el Clot,12.6,65.4,262.9,29.0
2021,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,13.9,67.9,301.1,198.0
2021,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,17.3,80.5,227.2,74.0
2021,2,10,Sant Martí,68,el Poblenou,14.1,67.1,312.9,34.0
2021,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,15.8,81.0,438.7,38.0
2021,2,10,Sant Martí,70,el Besòs i el Maresme,11.2,64.4,187.6,26.0
2021,2,10,Sant Martí,71,Provençals del Poblenou,13.2,68.9,224.9,4.0
2021,2,10,Sant Martí,72,Sant Martí de Provençals,11.3,72.4,183.0,162.0
2021,2,10,Sant Martí,73,la Verneda i la Pau,10.9,68.2,163.7,161.0
