Any,Trimestre,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Precio_m2,Nombre,Valor_compra_venta,Numero_de_contratos
2014,1,1,Ciutat Vella,1,el Raval,10.76,60.4,142.8,356.0
2014,1,1,Ciutat Vella,2,el Barri Gòtic,10.58,78.1,332.1,135.0
2014,1,1,Ciutat Vella,3,la Barceloneta,14.4,39.4,155.8,130.0
2014,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",11.01,67.9,323.9,196.0
2014,1,2,Eixample,5,el Fort Pienc,10.42,75.9,309.3,203.0
2014,1,2,Eixample,6,la Sagrada Família,10.55,65.9,198.1,298.0
2014,1,2,Eixample,7,la Dreta de l'Eixample,9.84,102.1,230.1,312.0
2014,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,10.35,86.3,336.3,352.0
2014,1,2,Eixample,9,la Nova Esquerra de l'Eixample,10.32,73.5,256.2,428.0
2014,1,2,Eixample,10,Sant Antoni,9.77,75.3,231.9,286.0
2014,1,3,Sants-Montjuïc,11,el Poble Sec,10.18,58.9,149.0,270.0
2014,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,70.0,,1.0
2014,1,3,Sants-Montjuïc,13,la Marina de Port,8.34,69.0,158.6,83.0
2014,1,3,Sants-Montjuïc,14,la Font de la Guatlla,10.83,63.1,154.7,56.0
2014,1,3,Sants-Montjuïc,15,Hostafrancs,10.4,60.5,142.3,117.0
2014,1,3,Sants-Montjuïc,16,la Bordeta,9.46,67.9,162.8,89.0
2014,1,3,Sants-Montjuïc,17,Sants - Badal,9.94,61.0,150.8,149.0
2014,1,3,Sants-Montjuïc,18,Sants,9.89,64.1,371.8,316.0
2014,1,4,Les Corts,19,les Corts,11.39,73.3,212.2,222.0
2014,1,4,Les Corts,20,la Maternitat i Sant Ramon,10.02,72.4,309.7,100.0
2014,1,4,Les Corts,21,Pedralbes,11.19,110.9,434.8,50.0
2014,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",7.9,120.6,436.5,9.0
2014,1,5,Sarrià-Sant Gervasi,23,Sarrià,12.62,87.0,493.4,109.0
2014,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,13.27,97.8,684.5,71.0
2014,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,11.46,94.2,530.5,120.0
2014,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,12.08,96.4,428.6,293.0
2014,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,11.06,75.7,332.5,214.0
2014,1,6,Gràcia,28,Vallcarca i els Penitents,10.18,74.2,203.2,75.0
2014,1,6,Gràcia,29,el Coll,9.77,64.2,184.4,43.0
2014,1,6,Gràcia,30,la Salut,10.2,69.0,272.4,77.0
2014,1,6,Gràcia,31,la Vila de Gràcia,11.59,63.9,313.5,512.0
2014,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,10.29,69.3,405.4,199.0
2014,1,7,Horta-Guinardó,33,el Baix Guinardó,9.63,68.2,253.5,141.0
2014,1,7,Horta-Guinardó,34,Can Baró,9.97,58.6,161.0,47.0
2014,1,7,Horta-Guinardó,35,el Guinardó,9.35,66.0,202.1,201.0
2014,1,7,Horta-Guinardó,36,la Font d'en Fargues,9.26,65.5,285.3,21.0
2014,1,7,Horta-Guinardó,37,el Carmel,8.41,59.8,129.4,150.0
2014,1,7,Horta-Guinardó,38,la Teixonera,8.52,60.6,89.8,54.0
2014,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,7.72,72.6,162.5,32.0
2014,1,7,Horta-Guinardó,40,Montbau,9.48,60.1,114.4,11.0
2014,1,7,Horta-Guinardó,41,la Vall d'Hebron,10.59,69.5,194.2,11.0
2014,1,7,Horta-Guinardó,42,la Clota,,40.0,,1.0
2014,1,7,Horta-Guinardó,43,Horta,8.85,66.0,149.6,109.0
2014,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8.85,65.0,169.2,125.0
2014,1,8,Nou Barris,45,Porta,8.58,63.5,138.4,120.0
2014,1,8,Nou Barris,46,el Turó de la Peira,7.59,67.9,105.0,69.0
2014,1,8,Nou Barris,47,Can Peguera,6.03,38.9,,15.0
2014,1,8,Nou Barris,48,la Guineueta,8.11,76.7,87.3,53.0
2014,1,8,Nou Barris,49,Canyelles,7.35,81.0,98.6,6.0
2014,1,8,Nou Barris,50,les Roquetes,8.53,55.2,97.9,61.0
2014,1,8,Nou Barris,51,Verdun,9.03,57.9,92.3,47.0
2014,1,8,Nou Barris,52,la Prosperitat,9.03,59.6,102.1,114.0
2014,1,8,Nou Barris,53,la Trinitat Nova,8.96,51.0,71.4,34.0
2014,1,8,Nou Barris,54,Torre Baró,,77.5,,2.0
2014,1,8,Nou Barris,55,Ciutat Meridiana,6.23,58.0,63.8,40.0
2014,1,8,Nou Barris,56,Vallbona,,76.0,,1.0
2014,1,9,Sant Andreu,57,la Trinitat Vella,8.28,58.5,126.7,41.0
2014,1,9,Sant Andreu,58,Baró de Viver,,57.6,,5.0
2014,1,9,Sant Andreu,59,el Bon Pastor,8.09,62.6,135.7,38.0
2014,1,9,Sant Andreu,60,Sant Andreu,9.39,66.6,164.3,267.0
2014,1,9,Sant Andreu,61,la Sagrera,9.28,69.3,192.5,154.0
2014,1,9,Sant Andreu,62,el Congrés i els Indians,9.21,63.4,162.3,71.0
2014,1,9,Sant Andreu,63,Navas,9.2,70.1,244.6,101.0
2014,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,9.96,61.3,281.9,245.0
2014,1,10,Sant Martí,65,el Clot,9.82,64.5,187.3,135.0
2014,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,11.04,66.8,198.0,72.0
2014,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,12.37,83.3,,36.0
2014,1,10,Sant Martí,68,el Poblenou,11.38,62.1,258.9,177.0
2014,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,10.82,75.8,584.9,68.0
2014,1,10,Sant Martí,70,el Besòs i el Maresme,8.51,60.9,139.2,79.0
2014,1,10,Sant Martí,71,Provençals del Poblenou,9.54,68.0,302.0,85.0
2014,1,10,Sant Martí,72,Sant Martí de Provençals,8.73,78.3,264.6,84.0
2014,1,10,Sant Martí,73,la Verneda i la Pau,8.34,70.6,108.0,69.0
2014,2,1,Ciutat Vella,1,el Raval,10.52,57.4,195.2,1799.0
2014,2,1,Ciutat Vella,2,el Barri Gòtic,10.18,79.9,303.7,409.0
2014,2,1,Ciutat Vella,3,la Barceloneta,14.53,40.1,168.0,169.0
2014,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",11.23,68.9,240.2,164.0
2014,2,2,Eixample,5,el Fort Pienc,10.06,75.8,321.2,264.0
2014,2,2,Eixample,6,la Sagrada Família,10.59,65.8,250.0,257.0
2014,2,2,Eixample,7,la Dreta de l'Eixample,10.63,98.4,211.8,391.0
2014,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,10.98,81.6,392.3,372.0
2014,2,2,Eixample,9,la Nova Esquerra de l'Eixample,10.63,70.9,247.7,370.0
2014,2,2,Eixample,10,Sant Antoni,10.4,76.9,272.1,419.0
2014,2,3,Sants-Montjuïc,11,el Poble Sec,10.3,59.6,156.4,262.0
2014,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,90.0,,278.0
2014,2,3,Sants-Montjuïc,13,la Marina de Port,7.27,62.2,117.9,1.0
2014,2,3,Sants-Montjuïc,14,la Font de la Guatlla,10.55,66.2,185.0,113.0
2014,2,3,Sants-Montjuïc,15,Hostafrancs,10.08,62.1,210.0,52.0
2014,2,3,Sants-Montjuïc,16,la Bordeta,9.6,69.5,136.2,125.0
2014,2,3,Sants-Montjuïc,17,Sants - Badal,10.1,60.2,121.5,90.0
2014,2,3,Sants-Montjuïc,18,Sants,10.62,63.7,252.7,168.0
2014,2,4,Les Corts,19,les Corts,11.0,77.9,253.7,265.0
2014,2,4,Les Corts,20,la Maternitat i Sant Ramon,10.44,76.8,374.8,253.0
2014,2,4,Les Corts,21,Pedralbes,12.52,110.9,599.8,106.0
2014,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",6.25,175.0,386.7,50.0
2014,2,5,Sarrià-Sant Gervasi,23,Sarrià,13.29,82.8,638.1,14.0
2014,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,14.4,106.8,585.9,117.0
2014,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,11.76,93.5,669.4,75.0
2014,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,11.56,98.1,545.4,158.0
2014,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,11.32,76.7,412.8,318.0
2014,2,6,Gràcia,28,Vallcarca i els Penitents,10.17,67.0,303.9,229.0
2014,2,6,Gràcia,29,el Coll,9.81,62.1,149.8,97.0
2014,2,6,Gràcia,30,la Salut,9.82,73.6,251.2,48.0
2014,2,6,Gràcia,31,la Vila de Gràcia,11.2,66.1,263.5,76.0
2014,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,10.72,67.0,403.3,570.0
2014,2,7,Horta-Guinardó,33,el Baix Guinardó,9.7,66.4,186.8,217.0
2014,2,7,Horta-Guinardó,34,Can Baró,8.95,62.8,217.0,163.0
2014,2,7,Horta-Guinardó,35,el Guinardó,9.12,64.5,190.1,50.0
2014,2,7,Horta-Guinardó,36,la Font d'en Fargues,9.31,70.8,277.0,239.0
2014,2,7,Horta-Guinardó,37,el Carmel,9.0,58.0,100.2,27.0
2014,2,7,Horta-Guinardó,38,la Teixonera,8.42,59.7,102.2,166.0
2014,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,7.92,74.1,147.3,59.0
2014,2,7,Horta-Guinardó,40,Montbau,9.02,61.6,116.4,40.0
2014,2,7,Horta-Guinardó,41,la Vall d'Hebron,9.78,71.8,,17.0
2014,2,7,Horta-Guinardó,42,la Clota,,,,16.0
2014,2,7,Horta-Guinardó,43,Horta,8.67,67.7,185.7,2.0
2014,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,9.19,64.8,130.6,114.0
2014,2,8,Nou Barris,45,Porta,8.94,59.5,136.8,108.0
2014,2,8,Nou Barris,46,el Turó de la Peira,7.96,60.8,91.9,132.0
2014,2,8,Nou Barris,47,Can Peguera,6.57,40.0,,92.0
2014,2,8,Nou Barris,48,la Guineueta,8.15,75.9,156.1,7.0
2014,2,8,Nou Barris,49,Canyelles,5.58,84.2,190.0,70.0
2014,2,8,Nou Barris,50,les Roquetes,8.66,57.3,231.6,7.0
2014,2,8,Nou Barris,51,Verdun,9.33,52.8,92.3,67.0
2014,2,8,Nou Barris,52,la Prosperitat,9.08,57.5,132.3,64.0
2014,2,8,Nou Barris,53,la Trinitat Nova,8.7,52.7,70.0,125.0
2014,2,8,Nou Barris,54,Torre Baró,9.06,57.0,,36.0
2014,2,8,Nou Barris,55,Ciutat Meridiana,6.85,60.0,52.1,20.0
2014,2,8,Nou Barris,56,Vallbona,,71.7,,30.0
2014,2,9,Sant Andreu,57,la Trinitat Vella,6.23,65.7,150.5,3.0
2014,2,9,Sant Andreu,58,Baró de Viver,4.03,52.5,284.8,41.0
2014,2,9,Sant Andreu,59,el Bon Pastor,7.86,63.9,125.8,16.0
2014,2,9,Sant Andreu,60,Sant Andreu,9.33,64.5,154.0,36.0
2014,2,9,Sant Andreu,61,la Sagrera,9.76,67.4,151.7,249.0
2014,2,9,Sant Andreu,62,el Congrés i els Indians,9.34,61.9,169.5,137.0
2014,2,9,Sant Andreu,63,Navas,8.66,72.0,269.0,54.0
2014,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,9.61,66.8,269.2,93.0
2014,2,10,Sant Martí,65,el Clot,10.11,65.7,185.8,267.0
2014,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,10.31,70.4,191.4,132.0
2014,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,14.44,78.5,,81.0
2014,2,10,Sant Martí,68,el Poblenou,10.36,64.2,283.7,46.0
2014,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,10.7,76.1,549.9,197.0
2014,2,10,Sant Martí,70,el Besòs i el Maresme,7.8,61.9,162.3,47.0
2014,2,10,Sant Martí,71,Provençals del Poblenou,10.01,72.4,270.5,86.0
2014,2,10,Sant Martí,72,Sant Martí de Provençals,9.41,70.7,220.2,79.0
2014,2,10,Sant Martí,73,la Verneda i la Pau,8.26,70.4,112.1,94.0
2014,3,1,Ciutat Vella,1,el Raval,9.84,65.1,230.0,90.0
2014,3,1,Ciutat Vella,2,el Barri Gòtic,10.99,83.6,267.9,681.0
2014,3,1,Ciutat Vella,3,la Barceloneta,15.54,40.5,157.2,423.0
2014,3,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",11.59,71.8,267.1,165.0
2014,3,2,Eixample,5,el Fort Pienc,9.64,79.2,375.5,132.0
2014,3,2,Eixample,6,la Sagrada Família,10.4,70.4,150.6,281.0
2014,3,2,Eixample,7,la Dreta de l'Eixample,9.96,107.9,327.6,240.0
2014,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,10.33,90.3,337.5,376.0
2014,3,2,Eixample,9,la Nova Esquerra de l'Eixample,10.31,76.7,235.1,385.0
2014,3,2,Eixample,10,Sant Antoni,9.97,77.4,331.7,453.0
2014,3,3,Sants-Montjuïc,11,el Poble Sec,10.08,60.9,151.6,495.0
2014,3,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,,323.0
2014,3,3,Sants-Montjuïc,13,la Marina de Port,7.86,75.1,140.6,284.0
2014,3,3,Sants-Montjuïc,14,la Font de la Guatlla,10.04,66.9,188.1,
2014,3,3,Sants-Montjuïc,15,Hostafrancs,9.93,68.3,177.1,101.0
2014,3,3,Sants-Montjuïc,16,la Bordeta,8.85,70.7,143.1,75.0
2014,3,3,Sants-Montjuïc,17,Sants - Badal,9.98,66.6,158.8,122.0
2014,3,3,Sants-Montjuïc,18,Sants,9.82,67.6,155.4,100.0
2014,3,4,Les Corts,19,les Corts,10.91,75.5,300.4,177.0
2014,3,4,Les Corts,20,la Maternitat i Sant Ramon,10.44,75.9,316.7,339.0
2014,3,4,Les Corts,21,Pedralbes,12.06,126.4,789.6,295.0
2014,3,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",8.78,96.3,665.0,168.0
2014,3,5,Sarrià-Sant Gervasi,23,Sarrià,14.64,81.3,370.4,61.0
2014,3,5,Sarrià-Sant Gervasi,24,les Tres Torres,13.38,110.9,537.2,12.0
2014,3,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,11.57,89.3,561.2,154.0
2014,3,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,11.54,102.9,577.1,83.0
2014,3,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,10.76,76.7,422.8,200.0
2014,3,6,Gràcia,28,Vallcarca i els Penitents,10.08,68.1,378.0,354.0
2014,3,6,Gràcia,29,el Coll,8.85,64.2,134.2,245.0
2014,3,6,Gràcia,30,la Salut,9.49,73.0,258.9,107.0
2014,3,6,Gràcia,31,la Vila de Gràcia,11.01,69.1,335.2,47.0
2014,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,10.45,71.8,376.4,72.0
2014,3,7,Horta-Guinardó,33,el Baix Guinardó,9.26,70.2,220.3,577.0
2014,3,7,Horta-Guinardó,34,Can Baró,9.18,60.7,143.6,248.0
2014,3,7,Horta-Guinardó,35,el Guinardó,9.26,67.1,170.1,150.0
2014,3,7,Horta-Guinardó,36,la Font d'en Fargues,9.58,78.1,278.1,69.0
2014,3,7,Horta-Guinardó,37,el Carmel,8.47,61.0,96.2,235.0
2014,3,7,Horta-Guinardó,38,la Teixonera,7.62,69.2,119.3,27.0
2014,3,7,Horta-Guinardó,39,Sant Genís dels Agudells,7.71,72.4,90.8,157.0
2014,3,7,Horta-Guinardó,40,Montbau,9.35,65.8,119.3,65.0
2014,3,7,Horta-Guinardó,41,la Vall d'Hebron,9.11,85.9,160.2,45.0
2014,3,7,Horta-Guinardó,42,la Clota,,,,23.0
2014,3,7,Horta-Guinardó,43,Horta,8.92,67.4,166.4,13.0
2014,3,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8.61,69.5,159.5,3.0
2014,3,8,Nou Barris,45,Porta,8.56,64.4,147.2,123.0
2014,3,8,Nou Barris,46,el Turó de la Peira,7.44,63.3,126.1,111.0
2014,3,8,Nou Barris,47,Can Peguera,3.54,47.1,,127.0
2014,3,8,Nou Barris,48,la Guineueta,8.3,74.4,144.7,72.0
2014,3,8,Nou Barris,49,Canyelles,6.81,77.7,143.8,11.0
2014,3,8,Nou Barris,50,les Roquetes,7.73,60.2,84.5,43.0
2014,3,8,Nou Barris,51,Verdun,8.95,55.0,97.0,15.0
2014,3,8,Nou Barris,52,la Prosperitat,8.49,59.6,104.3,73.0
2014,3,8,Nou Barris,53,la Trinitat Nova,8.33,53.2,65.7,61.0
2014,3,8,Nou Barris,54,Torre Baró,,78.3,110.0,118.0
2014,3,8,Nou Barris,55,Ciutat Meridiana,6.39,58.7,54.2,23.0
2014,3,8,Nou Barris,56,Vallbona,,39.0,123.9,4.0
2014,3,9,Sant Andreu,57,la Trinitat Vella,6.29,68.2,144.4,39.0
2014,3,9,Sant Andreu,58,Baró de Viver,,81.7,,2.0
2014,3,9,Sant Andreu,59,el Bon Pastor,7.68,66.6,127.6,51.0
2014,3,9,Sant Andreu,60,Sant Andreu,9.11,67.9,169.2,3.0
2014,3,9,Sant Andreu,61,la Sagrera,8.34,68.9,224.5,45.0
2014,3,9,Sant Andreu,62,el Congrés i els Indians,9.42,66.5,170.3,272.0
2014,3,9,Sant Andreu,63,Navas,8.49,74.3,291.3,177.0
2014,3,10,Sant Martí,64,el Camp de l'Arpa del Clot,9.77,65.7,269.5,82.0
2014,3,10,Sant Martí,65,el Clot,9.23,70.7,240.8,128.0
2014,3,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,9.9,76.9,303.4,273.0
2014,3,10,Sant Martí,67,la Vila Olímpica del Poblenou,13.56,91.1,405.0,149.0
2014,3,10,Sant Martí,68,el Poblenou,10.4,69.0,297.1,90.0
2014,3,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,12.49,91.3,517.3,33.0
2014,3,10,Sant Martí,70,el Besòs i el Maresme,6.84,62.6,135.0,199.0
2014,3,10,Sant Martí,71,Provençals del Poblenou,9.1,72.8,171.0,46.0
2014,3,10,Sant Martí,72,Sant Martí de Provençals,8.5,74.4,284.3,104.0
2014,3,10,Sant Martí,73,la Verneda i la Pau,8.52,68.7,120.8,71.0
2014,4,1,Ciutat Vella,1,el Raval,10.81,60.0,142.1,94.0
2014,4,1,Ciutat Vella,2,el Barri Gòtic,10.41,84.3,492.8,86.0
2014,4,1,Ciutat Vella,3,la Barceloneta,16.14,38.9,206.5,465.0
2014,4,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",11.09,69.7,301.7,395.0
2014,4,2,Eixample,5,el Fort Pienc,9.81,81.8,281.8,161.0
2014,4,2,Eixample,6,la Sagrada Família,10.32,71.0,274.2,140.0
2014,4,2,Eixample,7,la Dreta de l'Eixample,9.87,109.3,422.6,241.0
2014,4,2,Eixample,8,l'Antiga Esquerra de l'Eixample,10.36,87.8,171.2,210.0
2014,4,2,Eixample,9,la Nova Esquerra de l'Eixample,10.46,75.9,307.5,396.0
2014,4,2,Eixample,10,Sant Antoni,9.94,77.5,229.4,361.0
2014,4,3,Sants-Montjuïc,11,el Poble Sec,10.2,61.8,161.7,439.0
2014,4,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,91.5,130.0,452.0
2014,4,3,Sants-Montjuïc,13,la Marina de Port,8.66,71.4,195.8,294.0
2014,4,3,Sants-Montjuïc,14,la Font de la Guatlla,11.02,64.7,166.2,277.0
2014,4,3,Sants-Montjuïc,15,Hostafrancs,10.63,60.9,283.7,2.0
2014,4,3,Sants-Montjuïc,16,la Bordeta,9.37,70.3,154.5,95.0
2014,4,3,Sants-Montjuïc,17,Sants - Badal,9.77,63.9,164.2,80.0
2014,4,3,Sants-Montjuïc,18,Sants,10.06,68.2,170.6,125.0
2014,4,4,Les Corts,19,les Corts,11.01,77.8,288.1,93.0
2014,4,4,Les Corts,20,la Maternitat i Sant Ramon,10.54,79.0,309.2,172.0
2014,4,4,Les Corts,21,Pedralbes,13.99,128.9,729.7,310.0
2014,4,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",15.88,104.7,414.2,243.0
2014,4,5,Sarrià-Sant Gervasi,23,Sarrià,13.52,82.3,733.6,127.0
2014,4,5,Sarrià-Sant Gervasi,24,les Tres Torres,13.18,109.2,660.3,38.0
2014,4,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,11.44,90.0,330.6,9.0
2014,4,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,11.62,101.4,502.4,136.0
2014,4,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,10.94,76.8,345.4,80.0
2014,4,6,Gràcia,28,Vallcarca i els Penitents,10.55,70.3,258.1,185.0
2014,4,6,Gràcia,29,el Coll,9.61,58.8,145.2,375.0
2014,4,6,Gràcia,30,la Salut,10.21,70.3,272.1,250.0
2014,4,6,Gràcia,31,la Vila de Gràcia,11.2,68.0,232.8,115.0
2014,4,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,10.07,71.3,304.6,36.0
2014,4,7,Horta-Guinardó,33,el Baix Guinardó,9.63,72.5,242.3,86.0
2014,4,7,Horta-Guinardó,34,Can Baró,9.62,58.5,164.0,565.0
2014,4,7,Horta-Guinardó,35,el Guinardó,9.01,69.1,164.6,273.0
2014,4,7,Horta-Guinardó,36,la Font d'en Fargues,8.82,89.4,180.2,147.0
2014,4,7,Horta-Guinardó,37,el Carmel,8.66,61.4,104.3,47.0
2014,4,7,Horta-Guinardó,38,la Teixonera,8.85,60.9,90.4,243.0
2014,4,7,Horta-Guinardó,39,Sant Genís dels Agudells,7.69,75.2,105.8,18.0
2014,4,7,Horta-Guinardó,40,Montbau,9.26,61.2,108.8,164.0
2014,4,7,Horta-Guinardó,41,la Vall d'Hebron,10.67,63.6,,64.0
2014,4,7,Horta-Guinardó,42,la Clota,,39.0,160.0,53.0
2014,4,7,Horta-Guinardó,43,Horta,9.3,65.8,166.4,19.0
2014,4,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8.59,71.5,133.2,9.0
2014,4,8,Nou Barris,45,Porta,8.49,66.0,111.8,2.0
2014,4,8,Nou Barris,46,el Turó de la Peira,8.19,62.9,81.1,98.0
2014,4,8,Nou Barris,47,Can Peguera,,,,102.0
2014,4,8,Nou Barris,48,la Guineueta,8.3,75.6,170.0,142.0
2014,4,8,Nou Barris,49,Canyelles,7.7,75.5,110.0,70.0
2014,4,8,Nou Barris,50,les Roquetes,8.46,62.5,149.9,
2014,4,8,Nou Barris,51,Verdun,9.51,55.7,113.8,71.0
2014,4,8,Nou Barris,52,la Prosperitat,8.97,60.5,131.4,11.0
2014,4,8,Nou Barris,53,la Trinitat Nova,8.03,56.6,62.4,71.0
2014,4,8,Nou Barris,54,Torre Baró,,74.5,,60.0
2014,4,8,Nou Barris,55,Ciutat Meridiana,6.17,58.9,83.5,134.0
2014,4,8,Nou Barris,56,Vallbona,,82.0,,31.0
2014,4,9,Sant Andreu,57,la Trinitat Vella,7.13,56.5,140.5,2.0
2014,4,9,Sant Andreu,58,Baró de Viver,,67.5,,37.0
2014,4,9,Sant Andreu,59,el Bon Pastor,8.55,60.4,89.9,2.0
2014,4,9,Sant Andreu,60,Sant Andreu,8.94,66.5,182.4,33.0
2014,4,9,Sant Andreu,61,la Sagrera,8.98,71.3,221.9,4.0
2014,4,9,Sant Andreu,62,el Congrés i els Indians,9.03,70.8,129.1,40.0
2014,4,9,Sant Andreu,63,Navas,9.24,73.0,229.1,250.0
2014,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,9.62,66.6,247.4,150.0
2014,4,10,Sant Martí,65,el Clot,9.47,72.8,306.7,77.0
2014,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,9.66,68.4,202.9,113.0
2014,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,12.25,90.4,407.5,274.0
2014,4,10,Sant Martí,68,el Poblenou,10.19,69.1,243.7,165.0
2014,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,11.49,185.3,477.1,62.0
2014,4,10,Sant Martí,70,el Besòs i el Maresme,8.09,63.9,119.7,38.0
2014,4,10,Sant Martí,71,Provençals del Poblenou,10.03,68.5,246.0,208.0
2014,4,10,Sant Martí,72,Sant Martí de Provençals,8.86,73.1,267.0,21.0
2014,4,10,Sant Martí,73,la Verneda i la Pau,8.14,69.1,117.5,78.0
2015,1,1,Ciutat Vella,1,el Raval,10.6,63.0,142.8,70.0
2015,1,1,Ciutat Vella,2,el Barri Gòtic,10.45,82.1,332.1,90.0
2015,1,1,Ciutat Vella,3,la Barceloneta,15.67,39.7,155.8,72.0
2015,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",11.51,69.4,323.9,1798.0
2015,1,2,Eixample,5,el Fort Pienc,10.17,78.9,309.3,313.0
2015,1,2,Eixample,6,la Sagrada Família,10.21,70.9,198.1,150.0
2015,1,2,Eixample,7,la Dreta de l'Eixample,10.5,101.8,230.1,155.0
2015,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,10.58,87.1,336.3,212.0
2015,1,2,Eixample,9,la Nova Esquerra de l'Eixample,10.51,76.7,256.2,176.0
2015,1,2,Eixample,10,Sant Antoni,10.21,76.9,231.9,341.0
2015,1,3,Sants-Montjuïc,11,el Poble Sec,10.27,59.5,149.0,286.0
2015,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,91.5,,336.0
2015,1,3,Sants-Montjuïc,13,la Marina de Port,6.91,70.5,158.6,380.0
2015,1,3,Sants-Montjuïc,14,la Font de la Guatlla,11.2,70.3,154.7,226.0
2015,1,3,Sants-Montjuïc,15,Hostafrancs,10.69,63.3,142.3,241.0
2015,1,3,Sants-Montjuïc,16,la Bordeta,8.73,73.9,162.8,2.0
2015,1,3,Sants-Montjuïc,17,Sants - Badal,9.92,64.3,150.8,75.0
2015,1,3,Sants-Montjuïc,18,Sants,10.3,62.9,371.8,46.0
2015,1,4,Les Corts,19,les Corts,10.58,81.4,212.2,102.0
2015,1,4,Les Corts,20,la Maternitat i Sant Ramon,10.56,74.2,309.7,77.0
2015,1,4,Les Corts,21,Pedralbes,11.37,108.4,434.8,128.0
2015,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",16.93,95.3,436.5,228.0
2015,1,5,Sarrià-Sant Gervasi,23,Sarrià,12.26,83.5,493.4,211.0
2015,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,12.8,108.2,684.5,82.0
2015,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,11.08,97.9,530.5,47.0
2015,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,11.38,102.5,428.6,7.0
2015,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,11.4,72.2,332.5,113.0
2015,1,6,Gràcia,28,Vallcarca i els Penitents,10.62,77.2,203.2,65.0
2015,1,6,Gràcia,29,el Coll,9.36,63.8,184.4,145.0
2015,1,6,Gràcia,30,la Salut,10.25,71.2,272.4,260.0
2015,1,6,Gràcia,31,la Vila de Gràcia,11.45,66.4,313.5,240.0
